timestamp,variant,n,block_size,precision,pivoting,cpu_ms,gpu_ms,effective_gflops,residual_norm2,residual_max,solution_error_norm2,solution_error_max,pivot_ms,row_swap_ms,factor_ms,update_ms,back_sub_ms,pivot_pct,row_swap_pct,factor_pct,update_pct,back_sub_pct,driver_version
2026-06-20T15:48:43,V3,512,128,FP32,ordinary_partial_pivoting,41.4805,65.3046,1.37017,2.49285e-08,0.000556704,5.84359e-07,2.07715e-06,14.6534,12.7805,13.3203,15.076,9.47437,22.4385,19.5706,20.3972,23.0857,14.508,12.8
2026-06-20T15:48:43,V5a,512,128,FP32,ordinary_partial_pivoting,53.8295,104.532,0.855989,2.49285e-08,0.000556704,5.84359e-07,2.07715e-06,27.2933,22.6049,19.9772,29.7896,4.86717,26.11,21.6248,19.1111,28.498,4.65614,12.8
2026-06-20T15:48:44,V4,512,128,FP32,ordinary_partial_pivoting_cusolver_getrf,52.6337,14.258,6.27566,2.2536e-08,0.000442349,5.28932e-07,1.71861e-06,0,0,0,0,0,0,0,0,0,0,12.8
2026-06-20T15:48:45,V3,1024,128,FP32,ordinary_partial_pivoting,409.524,158.747,4.50924,2.44635e-08,0.00144991,8.06389e-07,2.81469e-06,36.9791,23.7398,26.3609,57.2798,14.3873,23.2944,14.9545,16.6056,36.0825,9.06304,12.8
2026-06-20T15:48:46,V5a,1024,128,FP32,ordinary_partial_pivoting,351.117,167.049,4.28513,2.44635e-08,0.00144991,8.06389e-07,2.81469e-06,33.5895,24.487,27.6864,68.1012,13.185,20.1075,14.6586,16.5738,40.7672,7.8929,12.8
2026-06-20T15:48:47,V4,1024,128,FP32,ordinary_partial_pivoting_cusolver_getrf,380.928,26.6588,26.8515,1.72365e-08,0.000884408,5.67517e-07,1.70463e-06,0,0,0,0,0,0,0,0,0,0,12.8
2026-06-20T15:48:47,V3,256,128,FP32,ordinary_partial_pivoting,5.1876,33.9594,0.329359,2.49321e-08,0.000149633,4.27002e-07,1.12269e-06,7.51315,8.10733,8.6672,8.80285,0.868832,22.124,23.8736,25.5223,25.9217,2.55845,12.8
2026-06-20T15:48:48,V5a,256,128,FP32,ordinary_partial_pivoting,4.9719,83.2285,0.134387,2.49321e-08,0.000149633,4.27002e-07,1.12269e-06,20.7059,24.402,20.0875,16.7039,1.32915,24.8784,29.3193,24.1354,20.0699,1.59699,12.8
2026-06-20T15:48:48,V4,256,128,FP32,ordinary_partial_pivoting_cusolver_getrf,5.4052,10.9009,1.02604,2.59639e-08,0.000165953,4.36857e-07,1.18852e-06,0,0,0,0,0,0,0,0,0,0,12.8
2026-06-20T15:48:49,V3,512,128,FP32,ordinary_partial_pivoting,68.9822,75.4052,1.18664,2.49285e-08,0.000556704,5.84359e-07,2.07715e-06,20.119,16.9142,15.9546,18.0034,4.41408,26.6812,22.4311,21.1584,23.8755,5.85382,12.8
2026-06-20T15:48:50,V5a,512,128,FP32,ordinary_partial_pivoting,51.1109,77.8022,1.15008,2.49285e-08,0.000556704,5.84359e-07,2.07715e-06,16.0284,15.2257,23.5447,18.1988,4.80461,20.6015,19.5697,30.2623,23.3911,6.17541,12.8
2026-06-20T15:48:50,V4,512,128,FP32,ordinary_partial_pivoting_cusolver_getrf,42.8465,13.358,6.69852,2.2536e-08,0.000442349,5.28932e-07,1.71861e-06,0,0,0,0,0,0,0,0,0,0,12.8
2026-06-20T15:48:51,V3,1024,128,FP32,ordinary_partial_pivoting,416.884,202.864,3.52861,2.44635e-08,0.00144991,8.06389e-07,2.81469e-06,44.2844,30.9199,34.1921,75.9595,17.5084,21.8296,15.2417,16.8547,37.4435,8.63058,12.8
2026-06-20T15:48:53,V5a,1024,128,FP32,ordinary_partial_pivoting,375.368,202.819,3.5294,2.44635e-08,0.00144991,8.06389e-07,2.81469e-06,44.4748,33.4325,33.0176,77.1888,14.7051,21.9284,16.4839,16.2793,38.058,7.25034,12.8
2026-06-20T15:48:53,V4,1024,128,FP32,ordinary_partial_pivoting_cusolver_getrf,391.52,26.5386,26.9731,1.72365e-08,0.000884408,5.67517e-07,1.70463e-06,0,0,0,0,0,0,0,0,0,0,12.8
