"captured_at","sequence","protocol_repeat","stage","n","kappa","requested_variant","launch_position","gpu_timestamp","gpu_name","driver_version","temperature_c","power_w","sm_clock_mhz","memory_clock_mhz","gpu_utilization_pct","memory_utilization_pct"
"2026-08-14T18:28:37.2789070-04:00","14","0","warmup","4096","100","V6e","2","2026/08/14 18:28:37.249","NVIDIA GeForce GTX 1650","573.22","57","4.10","300","405","0","0"
"2026-08-14T18:28:37.5744260-04:00","14","0","warmup","4096","100","V6e","2","2026/08/14 18:28:37.555","NVIDIA GeForce GTX 1650","573.22","57","4.07","300","405","0","0"
"2026-08-14T18:28:37.9077843-04:00","14","0","warmup","4096","100","V6e","2","2026/08/14 18:28:37.889","NVIDIA GeForce GTX 1650","573.22","57","4.47","1020","3500","0","0"
"2026-08-14T18:28:38.2054339-04:00","14","0","warmup","4096","100","V6e","2","2026/08/14 18:28:38.189","NVIDIA GeForce GTX 1650","573.22","57","16.60","1020","3500","0","0"
"2026-08-14T18:28:38.5094886-04:00","14","0","warmup","4096","100","V6e","2","2026/08/14 18:28:38.491","NVIDIA GeForce GTX 1650","573.22","58","18.08","1815","3500","29","5"
"2026-08-14T18:28:38.8742475-04:00","15","0","warmup","4096","100","V5c","3","2026/08/14 18:28:38.856","NVIDIA GeForce GTX 1650","573.22","58","17.67","1815","3500","29","5"
"2026-08-14T18:28:39.1769879-04:00","15","0","warmup","4096","100","V5c","3","2026/08/14 18:28:39.156","NVIDIA GeForce GTX 1650","573.22","58","17.67","1815","3500","29","5"
"2026-08-14T18:28:39.4934930-04:00","15","0","warmup","4096","100","V5c","3","2026/08/14 18:28:39.473","NVIDIA GeForce GTX 1650","573.22","58","17.69","1815","3500","6","1"
"2026-08-14T18:28:39.8143948-04:00","15","0","warmup","4096","100","V5c","3","2026/08/14 18:28:39.791","NVIDIA GeForce GTX 1650","573.22","58","17.61","1815","3500","6","1"
"2026-08-14T18:28:40.1316433-04:00","15","0","warmup","4096","100","V5c","3","2026/08/14 18:28:40.107","NVIDIA GeForce GTX 1650","573.22","58","17.68","1815","3500","6","1"
"2026-08-14T18:28:40.4423872-04:00","15","0","warmup","4096","100","V5c","3","2026/08/14 18:28:40.425","NVIDIA GeForce GTX 1650","573.22","58","12.16","1020","3500","0","0"
"2026-08-14T18:28:40.7635640-04:00","15","0","warmup","4096","100","V5c","3","2026/08/14 18:28:40.741","NVIDIA GeForce GTX 1650","573.22","58","8.23","360","405","0","0"
"2026-08-14T18:28:41.0769404-04:00","15","0","warmup","4096","100","V5c","3","2026/08/14 18:28:41.058","NVIDIA GeForce GTX 1650","573.22","57","4.15","330","405","0","0"
"2026-08-14T18:28:41.3810373-04:00","15","0","warmup","4096","100","V5c","3","2026/08/14 18:28:41.359","NVIDIA GeForce GTX 1650","573.22","57","4.13","330","405","0","0"
"2026-08-14T18:28:41.7067556-04:00","15","0","warmup","4096","100","V5c","3","2026/08/14 18:28:41.675","NVIDIA GeForce GTX 1650","573.22","57","4.13","330","405","0","0"
"2026-08-14T18:28:42.0116930-04:00","15","0","warmup","4096","100","V5c","3","2026/08/14 18:28:41.993","NVIDIA GeForce GTX 1650","573.22","57","4.29","330","405","0","0"
"2026-08-14T18:28:42.3133746-04:00","15","0","warmup","4096","100","V5c","3","2026/08/14 18:28:42.296","NVIDIA GeForce GTX 1650","573.22","57","4.16","330","405","0","0"
"2026-08-14T18:28:42.6124515-04:00","15","0","warmup","4096","100","V5c","3","2026/08/14 18:28:42.596","NVIDIA GeForce GTX 1650","573.22","57","4.39","300","405","0","0"
"2026-08-14T18:28:42.9209945-04:00","15","0","warmup","4096","100","V5c","3","2026/08/14 18:28:42.894","NVIDIA GeForce GTX 1650","573.22","57","4.11","300","405","0","0"
"2026-08-14T18:28:43.2134277-04:00","15","0","warmup","4096","100","V5c","3","2026/08/14 18:28:43.201","NVIDIA GeForce GTX 1650","573.22","57","4.07","300","405","0","0"
"2026-08-14T18:28:43.5141933-04:00","15","0","warmup","4096","100","V5c","3","2026/08/14 18:28:43.495","NVIDIA GeForce GTX 1650","573.22","56","4.11","300","405","0","0"
"2026-08-14T18:28:43.8455852-04:00","15","0","warmup","4096","100","V5c","3","2026/08/14 18:28:43.827","NVIDIA GeForce GTX 1650","573.22","56","4.14","300","405","0","0"
"2026-08-14T18:28:44.1475195-04:00","15","0","warmup","4096","100","V5c","3","2026/08/14 18:28:44.127","NVIDIA GeForce GTX 1650","573.22","57","12.35","1020","3500","0","0"
"2026-08-14T18:28:44.4748116-04:00","15","0","warmup","4096","100","V5c","3","2026/08/14 18:28:44.444","NVIDIA GeForce GTX 1650","573.22","57","20.68","1815","3500","16","5"
"2026-08-14T18:28:44.7810369-04:00","15","0","warmup","4096","100","V5c","3","2026/08/14 18:28:44.763","NVIDIA GeForce GTX 1650","573.22","58","17.69","1815","3500","16","5"
"2026-08-14T18:28:45.2007964-04:00","16","0","warmup","4096","10000","V4","0","2026/08/14 18:28:45.179","NVIDIA GeForce GTX 1650","573.22","58","17.61","1815","3500","16","5"
"2026-08-14T18:28:45.5188811-04:00","16","0","warmup","4096","10000","V4","0","2026/08/14 18:28:45.496","NVIDIA GeForce GTX 1650","573.22","58","17.62","1815","3500","16","2"
"2026-08-14T18:28:45.8199250-04:00","16","0","warmup","4096","10000","V4","0","2026/08/14 18:28:45.804","NVIDIA GeForce GTX 1650","573.22","58","17.62","1815","3500","16","2"
"2026-08-14T18:28:46.1321973-04:00","16","0","warmup","4096","10000","V4","0","2026/08/14 18:28:46.112","NVIDIA GeForce GTX 1650","573.22","58","17.61","1815","3500","16","2"
"2026-08-14T18:28:46.4504817-04:00","16","0","warmup","4096","10000","V4","0","2026/08/14 18:28:46.430","NVIDIA GeForce GTX 1650","573.22","58","12.15","1020","3500","0","0"
"2026-08-14T18:28:46.7658139-04:00","16","0","warmup","4096","10000","V4","0","2026/08/14 18:28:46.747","NVIDIA GeForce GTX 1650","573.22","58","7.61","390","405","0","0"
"2026-08-14T18:28:47.0823305-04:00","16","0","warmup","4096","10000","V4","0","2026/08/14 18:28:47.064","NVIDIA GeForce GTX 1650","573.22","58","4.12","330","405","0","0"
"2026-08-14T18:28:47.3856651-04:00","16","0","warmup","4096","10000","V4","0","2026/08/14 18:28:47.365","NVIDIA GeForce GTX 1650","573.22","57","4.17","330","405","0","0"
"2026-08-14T18:28:47.7157060-04:00","16","0","warmup","4096","10000","V4","0","2026/08/14 18:28:47.697","NVIDIA GeForce GTX 1650","573.22","57","4.13","330","405","0","0"
